<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ICP,D,20161209,000000,3.99,3.99,3.99,3.99,4,0
ICP,D,20161212,000000,3.99,3.99,3.99,3.99,3,0
ICP,D,20161213,000000,3.99,3.99,3.99,3.99,3,0
ICP,D,20161214,000000,3.99,3.99,3.99,3.99,4,0
ICP,D,20161215,000000,3.99,3.99,3.99,3.99,4,0
ICP,D,20161216,000000,3.99,3.99,3.99,3.99,3,0
ICP,D,20161219,000000,3.99,3.99,3.99,3.99,3,0
ICP,D,20161220,000000,3.99,3.99,3.99,3.99,4,0
ICP,D,20161221,000000,3.99,3.99,3.99,3.99,15,0
ICP,D,20161222,000000,3.99,3.99,3.82,3.82,9,0
ICP,D,20170404,000000,3.86,3.86,3.86,3.86,131915,0
ICP,D,20170420,000000,3.85,3.85,3.82,3.82,51,0
ICP,D,20170803,000000,3.8,3.8,3.8,3.8,15,0
ICP,D,20170804,000000,3.72,3.72,3.7,3.7,300,0
ICP,D,20170808,000000,3.65,3.65,3.65,3.65,5,0
ICP,D,20171206,000000,3.5,3.5,3.5,3.5,354,0
ICP,D,20180202,000000,3.6,3.6,3.6,3.6,4,0
ICP,D,20180227,000000,3.38,3.38,3.38,3.38,31,0
ICP,D,20180518,000000,3.38,3.38,3.38,3.38,300,0
ICP,D,20180521,000000,3.38,3.38,3.38,3.38,4,0
ICP,D,20180522,000000,3.38,3.38,3.38,3.38,3,0
ICP,D,20180523,000000,3.38,3.38,3.38,3.38,3,0
ICP,D,20180524,000000,3.38,3.38,3.38,3.38,3,0
ICP,D,20180525,000000,3.38,3.38,3.38,3.38,5,0
ICP,D,20180528,000000,3.38,3.38,3.38,3.38,4,0
ICP,D,20180529,000000,3.38,3.38,3.38,3.38,4,0
ICP,D,20180530,000000,3.38,3.38,3.38,3.38,4,0
ICP,D,20180601,000000,3.38,3.38,3.38,3.38,3,0
ICP,D,20180604,000000,3.38,3.38,3.38,3.38,4,0
ICP,D,20180605,000000,3.38,3.38,3.38,3.38,4,0
ICP,D,20180606,000000,3.38,3.38,3.38,3.38,3,0
ICP,D,20180607,000000,3.38,3.38,2.8,2.8,643,0
ICP,D,20180608,000000,2.74,2.74,2.7,2.7,370,0
ICP,D,20180612,000000,2.7,2.7,2.36,2.36,1125,0
ICP,D,20180613,000000,2.6,2.9,2.2,2.9,420,0
ICP,D,20180614,000000,2.5,2.5,2.5,2.5,405,0
ICP,D,20180618,000000,2.5,2.5,2.5,2.5,10,0
ICP,D,20180619,000000,2.42,2.46,2.2,2.46,455,0
ICP,D,20180620,000000,2.3,2.3,2.3,2.3,440,0
ICP,D,20180621,000000,2.2,2.2,2.2,2.2,460,0
ICP,D,20180622,000000,2.1,2.1,2.1,2.1,485,0
ICP,D,20180626,000000,2.1,2.1,2.1,2.1,5,0
ICP,D,20180627,000000,2.1,2.1,2.1,2.1,5,0
ICP,D,20180628,000000,2.1,2.1,2.1,2.1,5,0
ICP,D,20180629,000000,2.1,2.1,2.1,2.1,5,0
ICP,D,20180702,000000,2.1,2.1,1.7,1.7,25,0
ICP,D,20180712,000000,1.6,1.7,1.4,1.7,1070,0
ICP,D,20180718,000000,1.6,1.6,1.6,1.6,20,0
ICP,D,20180719,000000,1.6,1.6,1.6,1.6,10,0
ICP,D,20180720,000000,1.6,1.6,1.6,1.6,10,0
ICP,D,20180725,000000,1.6,1.6,1.5,1.5,30,0
ICP,D,20180726,000000,1.5,1.5,1.25,1.25,1010,0
ICP,D,20180727,000000,1.5,1.5,1.5,1.5,10,0
ICP,D,20180730,000000,1.5,1.5,1.5,1.5,10,0
ICP,D,20180731,000000,1.5,1.5,1.45,1.45,20,0
ICP,D,20180801,000000,1.45,1.45,1.45,1.45,10,0
ICP,D,20180808,000000,1.45,1.45,1.45,1.45,700,0
ICP,D,20180814,000000,1.37,1.37,1.3,1.3,1050,0
ICP,D,20180821,000000,1.24,1.24,1.2,1.2,1080,0
ICP,D,20180822,000000,1.13,1.27,1,1.27,1205,0
ICP,D,20180823,000000,1.02,1.02,1.02,1.02,1,0
ICP,D,20180827,000000,1.02,1.02,1.02,1.02,9,0
ICP,D,20180924,000000,0.85,0.85,0.85,0.85,3,0
ICP,D,20181002,000000,0.81,0.81,0.71,0.71,2890,0
ICP,D,20181003,000000,0.71,0.71,0.71,0.71,20,0
ICP,D,20181004,000000,0.71,0.71,0.64,0.64,1700,0
ICP,D,20181113,000000,0.62,0.62,0.5,0.5,4065,0
ICP,D,20181120,000000,0.46,0.46,0.46,0.46,2200,0
ICP,D,20181121,000000,0.53,0.53,0.53,0.53,5,0
ICP,D,20181122,000000,0.53,0.53,0.53,0.53,20,0
ICP,D,20181123,000000,0.53,0.53,0.53,0.53,20,0
ICP,D,20181126,000000,0.53,0.53,0.53,0.53,30,0
ICP,D,20181127,000000,0.53,0.53,0.44,0.44,520,0
ICP,D,20181128,000000,0.42,0.42,0.32,0.32,7900,0
ICP,D,20181129,000000,0.3,0.3,0.3,0.3,3500,0
ICP,D,20181130,000000,0.31,0.31,0.31,0.31,35,0
ICP,D,20181203,000000,0.31,0.31,0.31,0.31,35,0
ICP,D,20181204,000000,0.31,0.31,0.31,0.31,35,0
ICP,D,20181205,000000,0.31,0.31,0.31,0.31,9,0
ICP,D,20181206,000000,0.31,0.31,0.31,0.31,40,0
ICP,D,20181210,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20181211,000000,0.28,0.28,0.28,0.28,2040,0
ICP,D,20181212,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20181213,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20181214,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20181217,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20181218,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20181219,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20181220,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20181221,000000,0.28,0.28,0.28,0.28,43,0
ICP,D,20181227,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20181228,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20190107,000000,0.28,0.28,0.28,0.28,100,0
ICP,D,20190108,000000,0.28,0.28,0.23,0.23,950,0
ICP,D,20190109,000000,0.23,0.23,0.23,0.23,2000,0
ICP,D,20190110,000000,0.23,0.23,0.22,0.22,5695,0
ICP,D,20190121,000000,0.22,0.22,0.22,0.22,50,0
ICP,D,20190129,000000,0.22,0.22,0.22,0.22,50,0
ICP,D,20190201,000000,0.21,0.21,0.17,0.17,27845,0
ICP,D,20190204,000000,0.15,0.15,0.12,0.12,47341,0
ICP,D,20190205,000000,0.1,0.1,0.08,0.08,59214,0
ICP,D,20190206,000000,0.07,0.08,0.07,0.08,76670,0
ICP,D,20190207,000000,0.1,0.12,0.1,0.12,19192,0
ICP,D,20190208,000000,0.12,0.15,0.12,0.15,63042,0
ICP,D,20190211,000000,0.18,0.21,0.18,0.2,42359,0
ICP,D,20190212,000000,0.2,0.2,0.16,0.16,11721,0
ICP,D,20190213,000000,0.17,0.17,0.14,0.15,16473,0
ICP,D,20190214,000000,0.15,0.17,0.14,0.14,4130,0
ICP,D,20190215,000000,0.14,0.16,0.12,0.12,12687,0
ICP,D,20190219,000000,0.13,0.15,0.12,0.15,35600,0
ICP,D,20190220,000000,0.15,0.15,0.15,0.15,100,0
ICP,D,20190221,000000,0.16,0.16,0.16,0.16,100,0
ICP,D,20190222,000000,0.15,0.2,0.15,0.2,61251,0
ICP,D,20190225,000000,0.22,0.26,0.21,0.25,18650,0
ICP,D,20190226,000000,0.25,0.25,0.2,0.25,6551,0
ICP,D,20190301,000000,0.26,0.26,0.26,0.26,493,0
ICP,D,20190304,000000,0.21,0.24,0.2,0.24,15000,0
ICP,D,20190305,000000,0.24,0.24,0.24,0.24,50,0
ICP,D,20190306,000000,0.24,0.24,0.24,0.24,350,0
ICP,D,20190307,000000,0.24,0.24,0.24,0.24,50,0
ICP,D,20190311,000000,0.24,0.24,0.24,0.24,1050,0
ICP,D,20190312,000000,0.24,0.24,0.2,0.24,2610,0
ICP,D,20190313,000000,0.24,0.24,0.24,0.24,1050,0
ICP,D,20190314,000000,0.24,0.24,0.24,0.24,50,0
ICP,D,20190318,000000,0.24,0.24,0.24,0.24,50,0
ICP,D,20190319,000000,0.24,0.24,0.24,0.24,60,0
ICP,D,20190320,000000,0.24,0.24,0.24,0.24,50,0
ICP,D,20190321,000000,0.24,0.24,0.24,0.24,50,0
ICP,D,20190322,000000,0.2,0.24,0.16,0.24,12680,0
ICP,D,20190325,000000,0.2,0.2,0.2,0.2,59,0
ICP,D,20190327,000000,0.24,0.24,0.24,0.24,1,0
ICP,D,20190329,000000,0.2,0.2,0.2,0.2,60,0
ICP,D,20190401,000000,0.2,0.2,0.2,0.2,60,0
ICP,D,20190403,000000,0.12,0.12,0.12,0.12,8250,0
ICP,D,20190404,000000,0.12,0.12,0.12,0.12,100,0
ICP,D,20190408,000000,0.096,0.14,0.096,0.14,56361,0
ICP,D,20190410,000000,0.16,0.16,0.16,0.16,14534,0
ICP,D,20190411,000000,0.2,0.24,0.2,0.24,36600,0
ICP,D,20190412,000000,0.26,0.26,0.26,0.26,9205,0
ICP,D,20190415,000000,0.26,0.26,0.26,0.26,4644,0
ICP,D,20190416,000000,0.28,0.28,0.28,0.28,15,0
ICP,D,20190424,000000,0.28,0.28,0.28,0.28,160,0
ICP,D,20190430,000000,0.23,0.23,0.23,0.23,200,0
ICP,D,20190508,000000,0.28,0.28,0.28,0.28,50,0
ICP,D,20190509,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20190513,000000,0.28,0.28,0.28,0.28,40,0
ICP,D,20190516,000000,0.28,0.28,0.28,0.28,50,0
ICP,D,20190517,000000,0.25,0.25,0.19,0.19,400,0
ICP,D,20190520,000000,0.19,0.23,0.19,0.23,410,0
ICP,D,20190521,000000,0.224,0.224,0.22,0.22,500,0
ICP,D,20190522,000000,0.17,0.17,0.17,0.17,3000,0
ICP,D,20190523,000000,0.22,0.22,0.22,0.22,40,0
ICP,D,20190524,000000,0.22,0.22,0.22,0.22,671,0
ICP,D,20190527,000000,0.22,0.22,0.22,0.22,50,0
ICP,D,20190528,000000,0.22,0.22,0.22,0.22,450,0
ICP,D,20190529,000000,0.22,0.22,0.22,0.22,50,0
ICP,D,20190530,000000,0.22,0.22,0.22,0.22,50,0
ICP,D,20190603,000000,0.12,0.12,0.12,0.12,7170,0
ICP,D,20190604,000000,0.12,0.12,0.12,0.12,100,0
ICP,D,20190610,000000,0.119,0.12,0.119,0.12,1,0
ICP,D,20190619,000000,0.11,0.11,0.11,0.11,154,0
ICP,D,20190621,000000,0.11,0.11,0.11,0.11,25,0
ICP,D,20190624,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190625,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190626,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190627,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190628,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190701,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190702,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190703,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190704,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190705,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190708,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190709,000000,0.11,0.11,0.11,0.11,100,0
ICP,D,20190710,000000,0.109,0.11,0.109,0.11,100,0
ICP,D,20190711,000000,0.108,0.11,0.108,0.11,100,0
ICP,D,20190712,000000,0.108,0.11,0.108,0.11,100,0
ICP,D,20190715,000000,0.108,0.11,0.108,0.11,100,0
ICP,D,20190716,000000,0.108,0.11,0.108,0.11,50,0
ICP,D,20190717,000000,0.108,0.11,0.108,0.11,50,0
ICP,D,20190718,000000,0.108,0.11,0.108,0.11,100,0
ICP,D,20190719,000000,0.108,0.11,0.108,0.11,50,0
ICP,D,20190722,000000,0.09,0.09,0.09,0.09,150,0
ICP,D,20190723,000000,0.09,0.09,0.09,0.09,100,0
ICP,D,20190724,000000,0.09,0.09,0.09,0.09,100,0
ICP,D,20190725,000000,0.09,0.09,0.09,0.09,100,0
ICP,D,20190726,000000,0.09,0.09,0.09,0.09,50,0
ICP,D,20190729,000000,0.09,0.09,0.09,0.09,50,0
ICP,D,20190730,000000,0.09,0.09,0.09,0.09,50,0
ICP,D,20190731,000000,0.09,0.09,0.09,0.09,120,0
ICP,D,20190801,000000,0.09,0.09,0.08,0.08,330,0
ICP,D,20190802,000000,0.09,0.09,0.09,0.09,120,0
ICP,D,20190805,000000,0.09,0.09,0.09,0.09,21,0
ICP,D,20190806,000000,0.07,0.07,0.07,0.07,100,0
ICP,D,20190807,000000,0.07,0.07,0.07,0.07,150,0
ICP,D,20190808,000000,0.07,0.07,0.07,0.07,150,0
ICP,D,20190809,000000,0.07,0.07,0.07,0.07,150,0
ICP,D,20190902,000000,0.08,0.08,0.08,0.08,13,0
ICP,D,20190917,000000,0.02,0.02,0.02,0.02,26200,0
ICP,D,20190918,000000,0.011,0.011,0.01,0.01,44865,0
ICP,D,20190919,000000,0.01,0.013,0.01,0.013,10100,0
ICP,D,20190920,000000,0.013,0.02,0.013,0.02,8940,0
ICP,D,20190923,000000,0.026,0.026,0.026,0.026,500,0
ICP,D,20190924,000000,0.033,0.042,0.033,0.042,1300,0
ICP,D,20190925,000000,0.048,0.048,0.048,0.048,100,0
ICP,D,20190926,000000,0.048,0.048,0.048,0.048,161,0
ICP,D,20190930,000000,0.048,0.048,0.048,0.048,61,0
ICP,D,20191010,000000,0.048,0.062,0.048,0.062,5781,0
ICP,D,20191011,000000,0.08,0.08,0.08,0.08,555,0
ICP,D,20200219,000000,0.056,0.056,0.056,0.056,38600,0
