<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ICP,D,20130716,000000,4.4208,4.4208,4.4208,4.4208,2,0
ICP,D,20130717,000000,4.4208,4.4208,4.4208,4.4208,3,0
ICP,D,20130719,000000,4.4208,4.4208,4.4208,4.4208,3,0
ICP,D,20130722,000000,4.4208,4.4208,4.4208,4.4208,2,0
ICP,D,20130724,000000,4.4208,4.4208,4.4208,4.4208,2,0
ICP,D,20130726,000000,4.4208,4.4208,4.4208,4.4208,1,0
ICP,D,20130729,000000,4.4208,4.4208,4.4208,4.4208,3,0
ICP,D,20130731,000000,4.4208,4.4208,4.4208,4.4208,1,0
ICP,D,20130807,000000,4.4304,4.4304,4.4304,4.4304,10,0
ICP,D,20130808,000000,4.4304,4.4304,4.4304,4.4304,3,0
ICP,D,20130809,000000,4.4304,4.4304,4.4304,4.4304,2,0
ICP,D,20130812,000000,4.4304,4.4304,4.4304,4.4304,2,0
ICP,D,20130814,000000,4.4304,4.4304,4.4304,4.4304,3,0
ICP,D,20130828,000000,4.6585,4.6585,4.6585,4.6585,32,0
ICP,D,20130829,000000,4.6585,4.6585,4.6585,4.6585,22,0
ICP,D,20130830,000000,4.6585,4.6585,4.6585,4.6585,15,0
ICP,D,20130902,000000,4.7061,4.7061,4.7061,4.7061,10,0
ICP,D,20130903,000000,4.7061,4.7061,4.7061,4.7061,15,0
ICP,D,20130904,000000,4.7061,4.7061,4.7061,4.7061,10,0
ICP,D,20130905,000000,4.7061,4.7061,4.7061,4.7061,10,0
ICP,D,20130906,000000,4.7061,4.7061,4.7061,4.7061,57,0
ICP,D,20130909,000000,4.7061,4.7061,4.7061,4.7061,42,0
ICP,D,20130910,000000,4.7061,4.7061,4.7061,4.7061,5,0
ICP,D,20130911,000000,4.7061,4.7061,4.7061,4.7061,5,0
ICP,D,20130912,000000,4.7061,4.7061,4.7061,4.7061,5,0
ICP,D,20130913,000000,4.7061,4.7061,4.7061,4.7061,5,0
ICP,D,20130916,000000,4.7061,4.7061,4.7061,4.7061,5,0
ICP,D,20130917,000000,4.7061,4.7061,4.7061,4.7061,10,0
ICP,D,20130918,000000,4.7061,4.7061,4.7061,4.7061,5,0
