<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ECA,D,20080220,000000,1.863,1.9346,1.8499,1.8889,30143,0
ECA,D,20080221,000000,1.915,1.9477,1.863,1.9346,64288,0
ECA,D,20080222,000000,1.8889,1.902,1.8695,1.8956,19082,0
ECA,D,20080225,000000,1.8889,1.9217,1.8565,1.8565,9906,0
ECA,D,20080226,000000,1.8565,1.9477,1.8565,1.9217,10752,0
ECA,D,20080227,000000,1.9282,1.9282,1.8695,1.9217,12211,0
ECA,D,20080228,000000,1.8824,1.8889,1.8695,1.8889,6427,0
ECA,D,20080229,000000,1.8695,1.902,1.7652,1.8956,36945,0
ECA,D,20080303,000000,1.8435,1.8695,1.7456,1.7847,26974,0
ECA,D,20080304,000000,1.8435,1.8435,1.5764,1.7587,42051,0
ECA,D,20080305,000000,1.7326,1.7326,1.6676,1.7261,23486,0
ECA,D,20080306,000000,1.7652,1.7652,1.7326,1.7326,7337,0
ECA,D,20080307,000000,1.7587,1.915,1.7456,1.8303,7054,0
ECA,D,20080310,000000,1.7522,1.7587,1.7066,1.7587,4902,0
ECA,D,20080311,000000,1.7456,1.8238,1.7456,1.8238,10884,0
ECA,D,20080312,000000,1.8369,1.8369,1.7913,1.8303,11525,0
ECA,D,20080313,000000,1.8173,1.8173,1.7652,1.8173,15176,0
ECA,D,20080314,000000,1.8238,1.8238,1.7456,1.7783,7924,0
ECA,D,20080317,000000,1.7456,1.8173,1.6676,1.6676,6579,0
ECA,D,20080318,000000,1.6415,1.6806,1.6089,1.6676,10109,0
ECA,D,20080319,000000,1.6676,1.6806,1.6676,1.6806,4357,0
ECA,D,20080320,000000,1.6806,1.7587,1.6676,1.6676,3499,0
ECA,D,20080325,000000,1.6349,1.6349,1.5567,1.5764,31840,0
ECA,D,20080326,000000,1.6024,1.6349,1.5764,1.6285,4023,0
ECA,D,20080327,000000,1.622,1.622,1.6024,1.622,8431,0
ECA,D,20080328,000000,1.622,1.622,1.5764,1.622,15290,0
ECA,D,20080331,000000,1.622,1.622,1.5764,1.6155,14565,0
ECA,D,20080401,000000,1.5959,1.622,1.5764,1.622,8797,0
ECA,D,20080402,000000,1.6024,1.6545,1.5764,1.6024,39792,0
ECA,D,20080403,000000,1.6024,1.6024,1.5764,1.6024,4167,0
ECA,D,20080404,000000,1.5764,1.6024,1.5438,1.5438,18106,0
ECA,D,20080407,000000,1.5503,1.5698,1.5503,1.5698,12280,0
ECA,D,20080408,000000,1.5503,1.6024,1.5503,1.6024,22415,0
ECA,D,20080409,000000,1.6024,1.6024,1.5764,1.5959,14556,0
ECA,D,20080410,000000,1.5567,1.5959,1.5503,1.5959,19044,0
ECA,D,20080411,000000,1.5959,1.5959,1.5959,1.5959,2460,0
ECA,D,20080414,000000,1.5959,1.5959,1.5764,1.5959,16786,0
ECA,D,20080415,000000,1.5894,1.6937,1.5764,1.6937,62342,0
ECA,D,20080416,000000,1.6937,1.7001,1.622,1.6676,11337,0
ECA,D,20080417,000000,1.6676,1.6937,1.622,1.6676,54342,0
ECA,D,20080418,000000,1.6871,1.8238,1.6676,1.7261,31975,0
ECA,D,20080421,000000,1.7326,1.7652,1.5959,1.6349,16441,0
ECA,D,20080422,000000,1.5894,1.5894,1.4723,1.5243,49331,0
ECA,D,20080423,000000,1.4723,1.5373,1.4461,1.4461,21054,0
ECA,D,20080424,000000,1.5113,1.5243,1.4786,1.5047,13426,0
ECA,D,20080425,000000,1.5438,1.6024,1.5113,1.5177,68261,0
ECA,D,20080428,000000,1.5764,1.5764,1.5113,1.5177,21556,0
ECA,D,20080429,000000,1.5177,1.5567,1.5047,1.5567,11315,0
ECA,D,20080430,000000,1.4983,1.5438,1.4917,1.5438,4782,0
ECA,D,20080505,000000,1.5567,1.5567,1.4786,1.5373,15703,0
ECA,D,20080506,000000,1.5373,1.5373,1.4917,1.5113,9755,0
ECA,D,20080507,000000,1.5373,1.5373,1.4786,1.5113,25535,0
ECA,D,20080508,000000,1.4786,1.4917,1.4656,1.4917,12716,0
ECA,D,20080509,000000,1.4461,1.4917,1.4263,1.4917,11326,0
ECA,D,20080512,000000,1.4329,1.4917,1.4134,1.4656,28825,0
ECA,D,20080513,000000,1.4723,1.4723,1.4134,1.4461,13214,0
ECA,D,20080514,000000,1.4069,1.4461,1.4004,1.4461,11307,0
ECA,D,20080515,000000,1.4069,1.4461,1.4069,1.4329,15344,0
ECA,D,20080516,000000,1.3874,1.4656,1.3874,1.4461,23827,0
ECA,D,20080519,000000,1.4461,1.4461,1.3939,1.4461,10509,0
ECA,D,20080520,000000,1.4461,1.4656,1.3939,1.4461,8173,0
ECA,D,20080521,000000,1.4069,1.4069,1.3874,1.3874,17170,0
ECA,D,20080523,000000,1.3874,1.4134,1.3874,1.4134,2136,0
ECA,D,20080526,000000,1.3874,1.3874,1.3027,1.3027,19702,0
ECA,D,20080527,000000,1.3092,1.3353,1.3027,1.3353,7514,0
ECA,D,20080528,000000,1.3027,1.3027,1.2571,1.2571,48191,0
ECA,D,20080529,000000,1.2441,1.2964,1.2441,1.2964,19650,0
ECA,D,20080530,000000,1.2571,1.2964,1.2571,1.2767,39162,0
ECA,D,20080602,000000,1.2767,1.3288,1.2767,1.3288,8825,0
ECA,D,20080603,000000,1.2767,1.3288,1.2637,1.2637,9334,0
ECA,D,20080604,000000,1.2702,1.2702,1.2571,1.2571,33392,0
ECA,D,20080605,000000,1.2441,1.3159,1.2311,1.3159,13084,0
ECA,D,20080606,000000,1.3159,1.3159,1.2571,1.3159,2615,0
ECA,D,20080609,000000,1.2311,1.2571,1.14,1.2571,52213,0
ECA,D,20080610,000000,1.2246,1.2571,1.179,1.2571,31439,0
ECA,D,20080611,000000,1.166,1.2571,1.166,1.1855,93371,0
ECA,D,20080612,000000,1.192,1.192,1.1139,1.1204,29090,0
ECA,D,20080613,000000,1.1465,1.1985,1.1269,1.1985,8778,0
ECA,D,20080616,000000,1.1985,1.2246,1.192,1.2181,8860,0
ECA,D,20080617,000000,1.2116,1.2181,1.179,1.2181,3680,0
ECA,D,20080618,000000,1.2181,1.2181,1.179,1.179,7736,0
ECA,D,20080619,000000,1.1985,1.2181,1.1465,1.2181,11866,0
ECA,D,20080620,000000,1.166,1.2116,1.153,1.2116,10207,0
ECA,D,20080623,000000,1.1334,1.166,1.1334,1.1595,12236,0
ECA,D,20080624,000000,1.1334,1.1334,1.0879,1.1334,36027,0
ECA,D,20080625,000000,1.1139,1.1334,1.1008,1.1334,12236,0
ECA,D,20080626,000000,1.0813,1.1139,1.0813,1.1139,1624,0
ECA,D,20080627,000000,1.0813,1.1139,1.0813,1.1139,10218,0
ECA,D,20080630,000000,1.0943,1.1334,1.0943,1.1334,1783,0
ECA,D,20080701,000000,1.1008,1.1008,1.0357,1.0879,25423,0
ECA,D,20080702,000000,1.0421,1.1139,1.0421,1.1139,18413,0
ECA,D,20080703,000000,1.1465,1.1465,1.1465,1.1465,2,0
ECA,D,20080704,000000,1.1008,1.1074,1.1008,1.1008,7626,0
ECA,D,20080707,000000,1.1139,1.1139,1.0682,1.0682,6736,0
ECA,D,20080708,000000,1.0226,1.0617,1.0226,1.0617,657,0
ECA,D,20080709,000000,1.0617,1.1074,1.0553,1.1074,8561,0
ECA,D,20080710,000000,1.1074,1.166,1.1074,1.166,7927,0
ECA,D,20080711,000000,1.1595,1.2441,1.1595,1.205,11509,0
ECA,D,20080714,000000,1.2246,1.2505,1.2246,1.2246,13227,0
ECA,D,20080715,000000,1.1855,1.2246,1.166,1.179,8845,0
ECA,D,20080716,000000,1.1726,1.2376,1.1726,1.2376,7586,0
ECA,D,20080717,000000,1.2376,1.2376,1.179,1.2376,11236,0
ECA,D,20080718,000000,1.2246,1.2246,1.2246,1.2246,2,0
ECA,D,20080721,000000,1.2246,1.2898,1.2246,1.2898,19863,0
ECA,D,20080722,000000,1.2898,1.4134,1.1985,1.3809,23974,0
ECA,D,20080723,000000,1.4786,1.4917,1.3874,1.4723,32579,0
ECA,D,20080724,000000,1.3613,1.4069,1.3613,1.3809,23184,0
ECA,D,20080725,000000,1.3809,1.4134,1.3548,1.4134,5114,0
ECA,D,20080728,000000,1.4134,1.4134,1.3548,1.4134,4261,0
ECA,D,20080729,000000,1.3484,1.4134,1.3484,1.4069,8644,0
ECA,D,20080730,000000,1.3548,1.4069,1.3548,1.4069,2321,0
ECA,D,20080731,000000,1.3874,1.4069,1.3548,1.4069,1624,0
ECA,D,20080801,000000,1.4069,1.4069,1.4069,1.4069,2,0
ECA,D,20080804,000000,1.3548,1.4004,1.3484,1.4004,8357,0
ECA,D,20080805,000000,1.3548,1.3679,1.3353,1.3548,5963,0
ECA,D,20080806,000000,1.3548,1.3679,1.3548,1.3679,4,0
ECA,D,20080807,000000,1.3548,1.3548,1.3548,1.3548,2,0
ECA,D,20080808,000000,1.3548,1.3679,1.3548,1.3679,2309,0
