<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BTG,D,20080410,000000,0.24,0.25,0.24,0.24,298187,0
BTG,D,20080411,000000,0.25,0.25,0.24,0.24,130579,0
BTG,D,20080414,000000,0.24,0.25,0.23,0.25,522685,0
BTG,D,20080415,000000,0.25,0.25,0.24,0.24,182689,0
BTG,D,20080416,000000,0.25,0.27,0.24,0.26,1288611,0
BTG,D,20080417,000000,0.25,0.25,0.25,0.25,220031,0
BTG,D,20080418,000000,0.24,0.25,0.24,0.25,82753,0
BTG,D,20080421,000000,0.24,0.25,0.24,0.25,603143,0
BTG,D,20080422,000000,0.25,0.25,0.23,0.24,335526,0
BTG,D,20080423,000000,0.23,0.23,0.22,0.22,818228,0
BTG,D,20080424,000000,0.23,0.23,0.22,0.23,242946,0
BTG,D,20080425,000000,0.23,0.24,0.23,0.23,462149,0
BTG,D,20080428,000000,0.23,0.24,0.23,0.24,168068,0
BTG,D,20080429,000000,0.23,0.23,0.21,0.23,435102,0
BTG,D,20080430,000000,0.22,0.25,0.22,0.25,599989,0
BTG,D,20080505,000000,0.25,0.26,0.25,0.26,269821,0
BTG,D,20080506,000000,0.26,0.26,0.25,0.25,148269,0
BTG,D,20080507,000000,0.25,0.26,0.24,0.24,173820,0
BTG,D,20080508,000000,0.24,0.25,0.24,0.25,73900,0
BTG,D,20080509,000000,0.25,0.25,0.24,0.25,144332,0
BTG,D,20080512,000000,0.25,0.25,0.23,0.24,126243,0
BTG,D,20080513,000000,0.24,0.24,0.22,0.23,577519,0
BTG,D,20080514,000000,0.23,0.24,0.22,0.24,127446,0
BTG,D,20080515,000000,0.23,0.24,0.23,0.23,117641,0
BTG,D,20080516,000000,0.23,0.24,0.22,0.24,313592,0
BTG,D,20080519,000000,0.23,0.23,0.22,0.23,35435,0
BTG,D,20080520,000000,0.22,0.23,0.22,0.23,307672,0
BTG,D,20080521,000000,0.22,0.23,0.22,0.23,50708,0
BTG,D,20080523,000000,0.22,0.23,0.22,0.23,20982,0
BTG,D,20080526,000000,0.22,0.23,0.22,0.23,141355,0
BTG,D,20080527,000000,0.22,0.23,0.22,0.23,40363,0
BTG,D,20080528,000000,0.22,0.22,0.22,0.22,66938,0
BTG,D,20080529,000000,0.22,0.22,0.21,0.21,60509,0
BTG,D,20080530,000000,0.21,0.21,0.21,0.21,17140,0
BTG,D,20080602,000000,0.21,0.21,0.2,0.2,316555,0
BTG,D,20080603,000000,0.2,0.21,0.19,0.21,660222,0
BTG,D,20080604,000000,0.2,0.21,0.2,0.21,53082,0
BTG,D,20080605,000000,0.2,0.2,0.2,0.2,84374,0
BTG,D,20080606,000000,0.19,0.2,0.19,0.19,238065,0
BTG,D,20080609,000000,0.18,0.2,0.18,0.2,359604,0
BTG,D,20080610,000000,0.18,0.19,0.18,0.19,61970,0
BTG,D,20080611,000000,0.18,0.19,0.18,0.18,233529,0
BTG,D,20080612,000000,0.18,0.18,0.17,0.18,246128,0
BTG,D,20080613,000000,0.18,0.19,0.18,0.19,192299,0
BTG,D,20080616,000000,0.2,0.21,0.18,0.2,190318,0
BTG,D,20080617,000000,0.19,0.2,0.19,0.2,20400,0
BTG,D,20080618,000000,0.19,0.2,0.18,0.2,130595,0
BTG,D,20080619,000000,0.19,0.2,0.19,0.2,6619,0
BTG,D,20080620,000000,0.2,0.2,0.19,0.2,219444,0
BTG,D,20080623,000000,0.2,0.21,0.2,0.2,73857,0
BTG,D,20080624,000000,0.2,0.2,0.2,0.2,14950,0
BTG,D,20080625,000000,0.2,0.2,0.2,0.2,1381,0
BTG,D,20080626,000000,0.2,0.2,0.19,0.2,77355,0
BTG,D,20080627,000000,0.19,0.19,0.18,0.19,67140,0
BTG,D,20080630,000000,0.18,0.19,0.18,0.19,46516,0
BTG,D,20080701,000000,0.18,0.18,0.18,0.18,31414,0
BTG,D,20080702,000000,0.17,0.19,0.17,0.19,43594,0
BTG,D,20080703,000000,0.18,0.19,0.18,0.19,26165,0
BTG,D,20080704,000000,0.18,0.18,0.16,0.18,162841,0
BTG,D,20080707,000000,0.18,0.18,0.18,0.18,2433,0
BTG,D,20080708,000000,0.17,0.18,0.17,0.18,66499,0
BTG,D,20080709,000000,0.18,0.18,0.17,0.18,81058,0
BTG,D,20080710,000000,0.18,0.18,0.17,0.18,48089,0
BTG,D,20080711,000000,0.18,0.18,0.17,0.17,14000,0
BTG,D,20080714,000000,0.19,0.19,0.18,0.18,10342,0
BTG,D,20080715,000000,0.18,0.18,0.16,0.18,124207,0
BTG,D,20080716,000000,0.17,0.17,0.16,0.17,81601,0
BTG,D,20080717,000000,0.17,0.17,0.16,0.16,186701,0
BTG,D,20080718,000000,0.17,0.17,0.16,0.17,157950,0
BTG,D,20080721,000000,0.17,0.18,0.16,0.18,118595,0
BTG,D,20080722,000000,0.17,0.17,0.16,0.16,70184,0
BTG,D,20080723,000000,0.17,0.17,0.16,0.17,199463,0
BTG,D,20080724,000000,0.17,0.17,0.16,0.17,60720,0
BTG,D,20080725,000000,0.17,0.2,0.16,0.18,735848,0
BTG,D,20080728,000000,0.19,0.19,0.17,0.18,475626,0
BTG,D,20080729,000000,0.17,0.18,0.17,0.18,104370,0
BTG,D,20080730,000000,0.17,0.18,0.17,0.18,192801,0
BTG,D,20080731,000000,0.18,0.18,0.17,0.18,103100,0
BTG,D,20080801,000000,0.17,0.18,0.17,0.18,144685,0
BTG,D,20080804,000000,0.17,0.17,0.16,0.17,22044,0
BTG,D,20080805,000000,0.17,0.17,0.16,0.17,59786,0
BTG,D,20080806,000000,0.18,0.18,0.17,0.18,73041,0
BTG,D,20080807,000000,0.18,0.18,0.17,0.17,78823,0
BTG,D,20080808,000000,0.17,0.18,0.17,0.18,84228,0
BTG,D,20080811,000000,0.17,0.18,0.17,0.18,70730,0
BTG,D,20080812,000000,0.17,0.2,0.16,0.19,919340,0
BTG,D,20080813,000000,0.2,0.2,0.19,0.19,59445,0
BTG,D,20080814,000000,0.19,0.21,0.19,0.19,144028,0
BTG,D,20080818,000000,0.19,0.19,0.19,0.19,34500,0
BTG,D,20080819,000000,0.19,0.19,0.18,0.18,145789,0
BTG,D,20080820,000000,0.19,0.19,0.18,0.19,7455,0
BTG,D,20080821,000000,0.19,0.2,0.19,0.2,160551,0
BTG,D,20080822,000000,0.2,0.22,0.19,0.21,319597,0
BTG,D,20080825,000000,0.21,0.22,0.2,0.21,139401,0
BTG,D,20080826,000000,0.21,0.21,0.2,0.21,73600,0
BTG,D,20080827,000000,0.2,0.21,0.2,0.21,70001,0
BTG,D,20080828,000000,0.2,0.21,0.2,0.21,200576,0
BTG,D,20080829,000000,0.21,0.21,0.2,0.21,60645,0
BTG,D,20080901,000000,0.2,0.2,0.2,0.2,72560,0
BTG,D,20080902,000000,0.2,0.21,0.2,0.21,124540,0
BTG,D,20080903,000000,0.2,0.21,0.2,0.21,51300,0
BTG,D,20080904,000000,0.21,0.21,0.19,0.2,77421,0
BTG,D,20080905,000000,0.19,0.2,0.19,0.2,81817,0
BTG,D,20080908,000000,0.2,0.21,0.2,0.21,132411,0
BTG,D,20080909,000000,0.2,0.21,0.2,0.21,37967,0
BTG,D,20080910,000000,0.2,0.21,0.19,0.2,280299,0
BTG,D,20080911,000000,0.18,0.2,0.18,0.2,15150,0
BTG,D,20080912,000000,0.19,0.2,0.19,0.2,3459,0
BTG,D,20080915,000000,0.19,0.19,0.17,0.19,232774,0
BTG,D,20080916,000000,0.18,0.19,0.18,0.18,87479,0
BTG,D,20080917,000000,0.18,0.19,0.18,0.18,72422,0
BTG,D,20080918,000000,0.17,0.18,0.17,0.18,87308,0
BTG,D,20080919,000000,0.18,0.2,0.18,0.18,194000,0
BTG,D,20080922,000000,0.18,0.19,0.18,0.18,103631,0
BTG,D,20080923,000000,0.18,0.18,0.18,0.18,19646,0
BTG,D,20080924,000000,0.18,0.19,0.18,0.19,21231,0
BTG,D,20080925,000000,0.18,0.19,0.18,0.19,21650,0
BTG,D,20080926,000000,0.18,0.19,0.18,0.19,1004,0
BTG,D,20080929,000000,0.19,0.19,0.18,0.18,17739,0
BTG,D,20080930,000000,0.18,0.18,0.17,0.18,98431,0
BTG,D,20081001,000000,0.17,0.18,0.17,0.18,5000,0
BTG,D,20081002,000000,0.18,0.18,0.18,0.18,202411,0
BTG,D,20081003,000000,0.18,0.18,0.18,0.18,66067,0
BTG,D,20081006,000000,0.18,0.18,0.17,0.18,123066,0
BTG,D,20081007,000000,0.17,0.18,0.17,0.18,36966,0
BTG,D,20081008,000000,0.17,0.18,0.15,0.16,363506,0
BTG,D,20081009,000000,0.15,0.15,0.15,0.15,404176,0
BTG,D,20081010,000000,0.14,0.14,0.12,0.14,147269,0
BTG,D,20081013,000000,0.14,0.15,0.14,0.15,14800,0
BTG,D,20081014,000000,0.15,0.16,0.14,0.14,135002,0
BTG,D,20081015,000000,0.14,0.14,0.14,0.14,73667,0
BTG,D,20081016,000000,0.13,0.14,0.12,0.14,122650,0
BTG,D,20081017,000000,0.13,0.13,0.11,0.12,171104,0
BTG,D,20081020,000000,0.12,0.13,0.12,0.13,59301,0
BTG,D,20081021,000000,0.13,0.13,0.12,0.13,28905,0
BTG,D,20081022,000000,0.13,0.13,0.11,0.13,34203,0
BTG,D,20081023,000000,0.12,0.12,0.1,0.11,210792,0
BTG,D,20081024,000000,0.11,0.11,0.1,0.11,50601,0
BTG,D,20081027,000000,0.1,0.11,0.1,0.1,34747,0
BTG,D,20081028,000000,0.11,0.12,0.11,0.12,23808,0
BTG,D,20081029,000000,0.12,0.12,0.11,0.12,36371,0
BTG,D,20081030,000000,0.12,0.12,0.11,0.12,13301,0
BTG,D,20081031,000000,0.11,0.12,0.11,0.12,125100,0
BTG,D,20081103,000000,0.12,0.12,0.12,0.12,200,0
BTG,D,20081104,000000,0.11,0.12,0.11,0.12,228570,0
BTG,D,20081105,000000,0.12,0.14,0.12,0.13,265240,0
BTG,D,20081106,000000,0.12,0.13,0.11,0.13,30572,0
BTG,D,20081107,000000,0.13,0.13,0.13,0.13,10990,0
BTG,D,20081110,000000,0.12,0.14,0.12,0.13,62720,0
BTG,D,20081112,000000,0.13,0.13,0.12,0.13,40401,0
BTG,D,20081113,000000,0.12,0.13,0.12,0.13,6040,0
BTG,D,20081114,000000,0.13,0.13,0.12,0.13,2246,0
BTG,D,20081118,000000,0.12,0.13,0.12,0.13,32500,0
BTG,D,20081119,000000,0.13,0.13,0.13,0.13,76300,0
BTG,D,20081124,000000,0.13,0.13,0.13,0.13,13000,0
BTG,D,20081125,000000,0.13,0.13,0.12,0.13,46350,0
BTG,D,20081127,000000,0.13,0.14,0.13,0.14,26740,0
BTG,D,20081128,000000,0.13,0.13,0.13,0.13,22810,0
BTG,D,20081201,000000,0.13,0.14,0.13,0.14,12200,0
BTG,D,20081202,000000,0.14,0.14,0.14,0.14,12020,0
BTG,D,20081203,000000,0.13,0.14,0.13,0.14,108600,0
BTG,D,20081204,000000,0.13,0.15,0.13,0.14,370750,0
BTG,D,20081205,000000,0.14,0.15,0.14,0.15,27650,0
BTG,D,20081208,000000,0.14,0.15,0.14,0.15,407900,0
BTG,D,20081209,000000,0.15,0.16,0.15,0.16,425100,0
BTG,D,20081210,000000,0.15,0.15,0.15,0.15,24001,0
BTG,D,20081211,000000,0.14,0.14,0.13,0.14,118410,0
BTG,D,20081212,000000,0.14,0.15,0.14,0.15,50354,0
BTG,D,20081216,000000,0.13,0.14,0.13,0.14,130680,0
BTG,D,20081217,000000,0.13,0.14,0.13,0.14,72088,0
BTG,D,20081218,000000,0.13,0.13,0.13,0.13,16580,0
BTG,D,20081219,000000,0.14,0.14,0.13,0.13,10050,0
BTG,D,20081222,000000,0.13,0.14,0.13,0.14,10450,0
BTG,D,20081229,000000,0.13,0.14,0.13,0.14,8887,0
BTG,D,20081230,000000,0.14,0.14,0.14,0.14,1000,0
BTG,D,20081231,000000,0.14,0.14,0.12,0.14,18550,0
BTG,D,20090105,000000,0.13,0.14,0.13,0.14,4500,0
BTG,D,20090106,000000,0.14,0.15,0.14,0.15,65289,0
BTG,D,20090107,000000,0.15,0.16,0.15,0.15,33866,0
BTG,D,20090108,000000,0.15,0.16,0.15,0.16,54667,0
BTG,D,20090109,000000,0.15,0.16,0.15,0.16,12026,0
BTG,D,20090113,000000,0.14,0.15,0.14,0.15,8800,0
BTG,D,20090115,000000,0.15,0.15,0.13,0.15,19116,0
BTG,D,20090116,000000,0.14,0.15,0.14,0.15,3100,0
BTG,D,20090119,000000,0.15,0.15,0.14,0.15,224298,0
BTG,D,20090120,000000,0.15,0.15,0.15,0.15,280,0
BTG,D,20090121,000000,0.13,0.14,0.13,0.14,21994,0
BTG,D,20090122,000000,0.13,0.13,0.13,0.13,77608,0
BTG,D,20090123,000000,0.12,0.13,0.12,0.13,74491,0
BTG,D,20090126,000000,0.13,0.13,0.13,0.13,5000,0
BTG,D,20090127,000000,0.13,0.13,0.13,0.13,16000,0
BTG,D,20090128,000000,0.14,0.14,0.13,0.13,11071,0
BTG,D,20090130,000000,0.13,0.14,0.13,0.14,4597,0
BTG,D,20090202,000000,0.13,0.13,0.13,0.13,17919,0
BTG,D,20090203,000000,0.13,0.13,0.11,0.11,12421,0
BTG,D,20090204,000000,0.12,0.12,0.12,0.12,3000,0
BTG,D,20090206,000000,0.12,0.12,0.11,0.11,242000,0
BTG,D,20090209,000000,0.11,0.12,0.1,0.12,502102,0
BTG,D,20090210,000000,0.11,0.11,0.1,0.1,1097079,0
BTG,D,20090211,000000,0.1,0.1,0.09,0.09,500165,0
BTG,D,20090212,000000,0.1,0.1,0.09,0.1,107627,0
BTG,D,20090213,000000,0.1,0.1,0.1,0.1,429706,0
BTG,D,20090216,000000,0.1,0.1,0.09,0.1,36492,0
BTG,D,20090217,000000,0.1,0.1,0.1,0.1,7516,0
BTG,D,20090218,000000,0.09,0.1,0.08,0.1,118019,0
BTG,D,20090220,000000,0.09,0.1,0.09,0.1,62100,0
BTG,D,20090223,000000,0.1,0.1,0.1,0.1,19354,0
BTG,D,20090224,000000,0.09,0.1,0.08,0.1,130499,0
BTG,D,20090225,000000,0.08,0.09,0.08,0.08,1483965,0
BTG,D,20090226,000000,0.08,0.08,0.08,0.08,271943,0
BTG,D,20090227,000000,0.08,0.08,0.08,0.08,20000,0
BTG,D,20090302,000000,0.08,0.09,0.07,0.09,270254,0
BTG,D,20090304,000000,0.08,0.09,0.08,0.09,218000,0
BTG,D,20090305,000000,0.08,0.08,0.08,0.08,193832,0
BTG,D,20090306,000000,0.08,0.09,0.08,0.09,2705784,0
BTG,D,20090309,000000,0.09,0.09,0.09,0.09,80381,0
BTG,D,20090310,000000,0.09,0.1,0.09,0.09,70000,0
BTG,D,20090311,000000,0.09,0.09,0.09,0.09,488,0
BTG,D,20090312,000000,0.08,0.08,0.08,0.08,809000,0
BTG,D,20090313,000000,0.07,0.08,0.07,0.08,109249,0
BTG,D,20090316,000000,0.08,0.08,0.08,0.08,109514,0
BTG,D,20090317,000000,0.08,0.09,0.08,0.08,229000,0
BTG,D,20090318,000000,0.08,0.08,0.08,0.08,51500,0
BTG,D,20090319,000000,0.08,0.08,0.08,0.08,12400,0
BTG,D,20090323,000000,0.07,0.08,0.06,0.08,1459638,0
BTG,D,20090324,000000,0.07,0.08,0.07,0.07,95527,0
BTG,D,20090325,000000,0.08,0.09,0.08,0.09,1021280,0
BTG,D,20090326,000000,0.08,0.09,0.08,0.09,52834,0
BTG,D,20090327,000000,0.08,0.08,0.08,0.08,78450,0
BTG,D,20090330,000000,0.08,0.08,0.08,0.08,50150,0
BTG,D,20090331,000000,0.08,0.08,0.08,0.08,105500,0
BTG,D,20090401,000000,0.07,0.08,0.07,0.08,12000,0
BTG,D,20090402,000000,0.08,0.08,0.08,0.08,1023500,0
BTG,D,20090403,000000,0.08,0.08,0.07,0.08,57500,0
BTG,D,20090406,000000,0.07,0.08,0.07,0.07,79507,0
BTG,D,20090407,000000,0.07,0.08,0.07,0.08,10837,0
BTG,D,20090408,000000,0.07,0.08,0.07,0.08,184430,0
BTG,D,20090409,000000,0.08,0.08,0.08,0.08,149223,0
BTG,D,20090414,000000,0.08,0.1,0.08,0.09,5804362,0
BTG,D,20090415,000000,0.09,0.09,0.08,0.09,207825,0
BTG,D,20090416,000000,0.09,0.11,0.09,0.1,8647571,0
BTG,D,20090417,000000,0.11,0.11,0.09,0.1,1795774,0
BTG,D,20090420,000000,0.1,0.1,0.09,0.1,971199,0
BTG,D,20090421,000000,0.09,0.1,0.08,0.1,727920,0
BTG,D,20090422,000000,0.1,0.1,0.08,0.08,252650,0
BTG,D,20090423,000000,0.08,0.09,0.08,0.09,19100,0
BTG,D,20090424,000000,0.09,0.09,0.09,0.09,100900,0
BTG,D,20090427,000000,0.08,0.09,0.08,0.09,761490,0
BTG,D,20090428,000000,0.09,0.09,0.08,0.09,367937,0
BTG,D,20090429,000000,0.08,0.09,0.08,0.09,264689,0
BTG,D,20090430,000000,0.09,0.09,0.08,0.08,1237930,0
BTG,D,20090504,000000,0.08,0.09,0.08,0.09,617203,0
BTG,D,20090505,000000,0.08,0.08,0.08,0.08,152032,0
BTG,D,20090506,000000,0.08,0.09,0.08,0.08,169805,0
BTG,D,20090507,000000,0.08,0.09,0.07,0.08,1187550,0
BTG,D,20090508,000000,0.08,0.08,0.07,0.08,31355,0
BTG,D,20090511,000000,0.08,0.08,0.08,0.08,5000,0
BTG,D,20090513,000000,0.08,0.08,0.08,0.08,1241093,0
BTG,D,20090514,000000,0.08,0.09,0.07,0.09,704730,0
BTG,D,20090515,000000,0.09,0.09,0.08,0.08,126977,0
BTG,D,20090518,000000,0.08,0.08,0.08,0.08,133954,0
BTG,D,20090519,000000,0.08,0.08,0.07,0.08,134296,0
BTG,D,20090520,000000,0.07,0.07,0.07,0.07,70000,0
BTG,D,20090521,000000,0.07,0.08,0.07,0.08,28604,0
BTG,D,20090522,000000,0.08,0.08,0.08,0.08,1000,0
BTG,D,20090525,000000,0.08,0.08,0.07,0.08,65100,0
BTG,D,20090526,000000,0.08,0.08,0.07,0.07,6305,0
BTG,D,20090527,000000,0.08,0.08,0.08,0.08,6500,0
BTG,D,20090528,000000,0.07,0.08,0.07,0.08,470584,0
BTG,D,20090529,000000,0.08,0.08,0.08,0.08,600,0
BTG,D,20090601,000000,0.07,0.09,0.07,0.09,1202797,0
BTG,D,20090602,000000,0.09,0.09,0.07,0.08,1196500,0
BTG,D,20090603,000000,0.09,0.09,0.08,0.08,53645,0
BTG,D,20090604,000000,0.08,0.08,0.07,0.07,453941,0
BTG,D,20090605,000000,0.07,0.08,0.07,0.07,448005,0
BTG,D,20090608,000000,0.08,0.09,0.08,0.08,929040,0
BTG,D,20090609,000000,0.08,0.09,0.08,0.08,55768,0
BTG,D,20090610,000000,0.08,0.08,0.08,0.08,282765,0
BTG,D,20090612,000000,0.08,0.08,0.07,0.08,286950,0
BTG,D,20090615,000000,0.09,0.09,0.08,0.08,111061,0
BTG,D,20090616,000000,0.08,0.09,0.08,0.08,143010,0
BTG,D,20090617,000000,0.08,0.08,0.08,0.08,90553,0
BTG,D,20090618,000000,0.08,0.08,0.08,0.08,82900,0
BTG,D,20090619,000000,0.08,0.08,0.08,0.08,20000,0
BTG,D,20090622,000000,0.08,0.08,0.08,0.08,389079,0
BTG,D,20090623,000000,0.08,0.09,0.08,0.09,87882,0
BTG,D,20090624,000000,0.08,0.08,0.08,0.08,177162,0
BTG,D,20090625,000000,0.08,0.08,0.07,0.08,219170,0
BTG,D,20090626,000000,0.08,0.08,0.08,0.08,476001,0
BTG,D,20090629,000000,0.08,0.09,0.08,0.09,383619,0
BTG,D,20090630,000000,0.09,0.09,0.09,0.09,189462,0
BTG,D,20090701,000000,0.08,0.08,0.08,0.08,70000,0
BTG,D,20090702,000000,0.08,0.08,0.08,0.08,116800,0
BTG,D,20090703,000000,0.08,0.08,0.08,0.08,61123,0
BTG,D,20090706,000000,0.08,0.09,0.08,0.09,246021,0
BTG,D,20090707,000000,0.08,0.08,0.08,0.08,92812,0
BTG,D,20090708,000000,0.09,0.09,0.09,0.09,30000,0
BTG,D,20090709,000000,0.08,0.09,0.08,0.08,88900,0
BTG,D,20090710,000000,0.08,0.08,0.08,0.08,40010,0
BTG,D,20090713,000000,0.08,0.08,0.08,0.08,33935,0
BTG,D,20090714,000000,0.08,0.08,0.08,0.08,31500,0
BTG,D,20090715,000000,0.09,0.09,0.08,0.08,177162,0
BTG,D,20090716,000000,0.08,0.08,0.07,0.07,12153,0
BTG,D,20090717,000000,0.07,0.07,0.07,0.07,31633,0
BTG,D,20090720,000000,0.07,0.07,0.07,0.07,18500,0
BTG,D,20090721,000000,0.07,0.08,0.07,0.08,247083,0
BTG,D,20090722,000000,0.08,0.08,0.08,0.08,25317,0
BTG,D,20090723,000000,0.08,0.08,0.08,0.08,66683,0
BTG,D,20090724,000000,0.08,0.09,0.08,0.08,183480,0
BTG,D,20090727,000000,0.08,0.08,0.07,0.07,86081,0
BTG,D,20090728,000000,0.08,0.08,0.07,0.08,62000,0
BTG,D,20090729,000000,0.07,0.07,0.07,0.07,63600,0
BTG,D,20090730,000000,0.07,0.07,0.07,0.07,186365,0
BTG,D,20090731,000000,0.07,0.08,0.07,0.07,1420449,0
BTG,D,20090803,000000,0.07,0.07,0.07,0.07,38472,0
BTG,D,20090804,000000,0.07,0.08,0.07,0.08,200001,0
BTG,D,20090805,000000,0.07,0.07,0.07,0.07,608958,0
BTG,D,20090806,000000,0.07,0.07,0.07,0.07,341572,0
BTG,D,20090807,000000,0.07,0.07,0.07,0.07,378563,0
BTG,D,20090810,000000,0.07,0.07,0.07,0.07,339204,0
BTG,D,20090811,000000,0.08,0.09,0.07,0.08,1861328,0
BTG,D,20090812,000000,0.08,0.09,0.08,0.08,1241246,0
BTG,D,20090813,000000,0.08,0.09,0.08,0.08,579851,0
BTG,D,20090814,000000,0.09,0.09,0.08,0.08,765421,0
BTG,D,20090817,000000,0.08,0.09,0.08,0.08,665029,0
BTG,D,20090818,000000,0.08,0.09,0.08,0.09,318903,0
BTG,D,20090819,000000,0.09,0.09,0.08,0.08,1039000,0
BTG,D,20090820,000000,0.09,0.1,0.09,0.1,6953257,0
BTG,D,20090821,000000,0.11,0.12,0.1,0.11,4409137,0
BTG,D,20090824,000000,0.11,0.11,0.09,0.11,1987117,0
BTG,D,20090825,000000,0.11,0.11,0.09,0.09,760099,0
BTG,D,20090826,000000,0.09,0.1,0.09,0.1,1255128,0
BTG,D,20090827,000000,0.09,0.1,0.09,0.1,500182,0
BTG,D,20090828,000000,0.1,0.1,0.09,0.1,341066,0
BTG,D,20090831,000000,0.1,0.1,0.09,0.1,227572,0
BTG,D,20090901,000000,0.1,0.1,0.09,0.09,410952,0
BTG,D,20090902,000000,0.08,0.09,0.08,0.09,573125,0
BTG,D,20090903,000000,0.08,0.09,0.08,0.09,1339988,0
BTG,D,20090904,000000,0.08,0.09,0.08,0.09,238401,0
BTG,D,20090907,000000,0.08,0.08,0.07,0.08,506914,0
BTG,D,20090908,000000,0.08,0.09,0.08,0.08,836467,0
BTG,D,20090909,000000,0.08,0.08,0.08,0.08,13250,0
BTG,D,20090910,000000,0.08,0.08,0.08,0.08,30385,0
BTG,D,20090911,000000,0.08,0.08,0.07,0.08,55300,0
BTG,D,20090914,000000,0.08,0.08,0.07,0.08,307456,0
BTG,D,20090915,000000,0.08,0.09,0.08,0.08,999731,0
BTG,D,20090916,000000,0.08,0.09,0.08,0.08,664050,0
BTG,D,20090917,000000,0.08,0.08,0.08,0.08,539750,0
BTG,D,20090918,000000,0.08,0.08,0.08,0.08,530805,0
BTG,D,20090921,000000,0.07,0.08,0.07,0.08,408075,0
BTG,D,20090922,000000,0.07,0.08,0.07,0.07,61352,0
BTG,D,20090923,000000,0.07,0.08,0.07,0.08,706450,0
BTG,D,20090924,000000,0.07,0.07,0.07,0.07,339500,0
BTG,D,20090925,000000,0.07,0.08,0.07,0.07,308711,0
BTG,D,20090928,000000,0.07,0.08,0.07,0.08,132013,0
BTG,D,20090929,000000,0.08,0.08,0.07,0.08,73412,0
BTG,D,20090930,000000,0.08,0.08,0.08,0.08,1000,0
BTG,D,20091001,000000,0.07,0.08,0.07,0.08,1973351,0
BTG,D,20091002,000000,0.07,0.08,0.07,0.08,29000,0
BTG,D,20091005,000000,0.07,0.08,0.07,0.08,13244,0
BTG,D,20091007,000000,0.07,0.08,0.07,0.08,903571,0
BTG,D,20091008,000000,0.07,0.08,0.07,0.07,2403520,0
